condition,condition_group,age_group,year,month,condition_n,condition_group_n,age_group_n,group_by_organ,COVID_deaths_rate,NON_COVID_deaths_rate_Female,NON_COVID_deaths_rate_male,NON_COVID_death_rate,Total_death,COVID_propotion
Respiratory diseases,Respiratory failure,65-74,2021,5,10,21,6,1,1585,0,0,0,1585,100%
Respiratory diseases,Respiratory failure,75-84,2021,5,10,21,7,1,1339,0,0,0,1339,100%
Respiratory diseases,Respiratory failure,85+,2021,5,10,21,8,1,777,0,0,0,777,100%
Sepsis,Sepsis,0-24,2021,5,11,22,1,2,0,1722,1722,3444,3444,0%
Sepsis,Sepsis,25-34,2021,5,11,22,2,2,0,945,1457,2402,2402,0%
Sepsis,Sepsis,35-44,2021,5,11,22,3,2,23,2193,3221,5414,5437,0%
Sepsis,Sepsis,45-54,2021,5,11,22,4,2,70,5027,7518,12545,12615,1%
Sepsis,Sepsis,55-64,2021,5,11,22,5,2,314,12958,19210,32168,32482,1%
Sepsis,Sepsis,65-74,2021,5,11,22,6,2,352,21809,28774,50583,50935,1%
Sepsis,Sepsis,75-84,2021,5,11,22,7,2,192,28184,29849,58033,58225,0%
Sepsis,Sepsis,85+,2021,5,11,22,8,2,75,40773,25823,66596,66671,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,2021,5,12,23,1,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,2021,5,12,23,2,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,2021,5,12,23,3,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,2021,5,12,23,4,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,2021,5,12,23,5,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,2021,5,12,23,6,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,2021,5,12,23,7,4,67,0,0,0,67,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2021,5,12,23,8,4,210,0,0,0,210,100%
All other conditions and causes (residual),All other conditions and causes (residual),0-24,2021,6,1,2,1,7,0,6,6,12,12,0%
All other conditions and causes (residual),All other conditions and causes (residual),25-34,2021,6,1,2,2,7,10,13,15,28,38,26%
All other conditions and causes (residual),All other conditions and causes (residual),35-44,2021,6,1,2,3,7,35,30,45,75,110,32%
All other conditions and causes (residual),All other conditions and causes (residual),45-54,2021,6,1,2,4,7,182,71,118,189,371,49%
All other conditions and causes (residual),All other conditions and causes (residual),55-64,2021,6,1,2,5,7,605,208,285,493,1098,55%
All other conditions and causes (residual),All other conditions and causes (residual),65-74,2021,6,1,2,6,7,840,412,519,931,1771,47%
All other conditions and causes (residual),All other conditions and causes (residual),75-84,2021,6,1,2,7,7,776,545,623,1168,1944,40%
All other conditions and causes (residual),All other conditions and causes (residual),85+,2021,6,1,2,8,7,461,648,503,1151,1612,29%
Alzheimer disease,Alzheimer disease,0-24,2021,6,2,3,1,3,0,6,6,12,12,0%
Alzheimer disease,Alzheimer disease,25-34,2021,6,2,3,2,3,0,33,56,89,89,0%
Alzheimer disease,Alzheimer disease,35-44,2021,6,2,3,3,3,0,73,117,190,190,0%
Alzheimer disease,Alzheimer disease,45-54,2021,6,2,3,4,3,0,178,334,512,512,0%
Alzheimer disease,Alzheimer disease,55-64,2021,6,2,3,5,3,0,495,807,1302,1302,0%
Alzheimer disease,Alzheimer disease,65-74,2021,6,2,3,6,3,0,812,1248,2060,2060,0%
Alzheimer disease,Alzheimer disease,75-84,2021,6,2,3,7,3,0,927,1020,1947,1947,0%
Alzheimer disease,Alzheimer disease,85+,2021,6,2,3,8,3,11,779,597,1376,1387,1%
Circulatory diseases,Cardiac arrest,0-24,2021,6,3,4,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,25-34,2021,6,3,4,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,35-44,2021,6,3,4,3,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,45-54,2021,6,3,4,4,4,13,0,0,0,13,100%
Circulatory diseases,Cardiac arrest,55-64,2021,6,3,4,5,4,100,0,0,0,100,100%
Circulatory diseases,Cardiac arrest,65-74,2021,6,3,4,6,4,126,0,0,0,126,100%
Circulatory diseases,Cardiac arrest,75-84,2021,6,3,4,7,4,92,0,0,0,92,100%
Circulatory diseases,Cardiac arrest,85+,2021,6,3,4,8,4,48,0,0,0,48,100%
Circulatory diseases,Cardiac arrhythmia,0-24,2021,6,3,5,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,25-34,2021,6,3,5,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,35-44,2021,6,3,5,3,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,45-54,2021,6,3,5,4,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,55-64,2021,6,3,5,5,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,65-74,2021,6,3,5,6,4,38,0,0,0,38,100%
Circulatory diseases,Cardiac arrhythmia,75-84,2021,6,3,5,7,4,61,0,0,0,61,100%
Circulatory diseases,Cardiac arrhythmia,85+,2021,6,3,5,8,4,50,0,0,0,50,100%
Circulatory diseases,Cerebrovascular diseases,0-24,2021,6,3,6,1,4,0,42,42,84,84,0%
Circulatory diseases,Cerebrovascular diseases,25-34,2021,6,3,6,2,4,0,90,159,249,249,0%
Circulatory diseases,Cerebrovascular diseases,35-44,2021,6,3,6,3,4,0,287,641,928,928,0%
Circulatory diseases,Cerebrovascular diseases,45-54,2021,6,3,6,4,4,0,709,1765,2474,2474,0%
Circulatory diseases,Cerebrovascular diseases,55-64,2021,6,3,6,5,4,0,2156,4762,6918,6918,0%
Circulatory diseases,Cerebrovascular diseases,65-74,2021,6,3,6,6,4,15,3681,6818,10499,10514,0%
Circulatory diseases,Cerebrovascular diseases,75-84,2021,6,3,6,7,4,11,5621,6999,12620,12631,0%
Circulatory diseases,Cerebrovascular diseases,85+,2021,6,3,6,8,4,11,10735,7492,18227,18238,0%
Circulatory diseases,Heart failure,0-24,2021,6,3,10,1,4,0,168,168,336,336,0%
Circulatory diseases,Heart failure,25-34,2021,6,3,10,2,4,0,207,526,733,733,0%
Circulatory diseases,Heart failure,35-44,2021,6,3,10,3,4,0,251,685,936,936,0%
Circulatory diseases,Heart failure,45-54,2021,6,3,10,4,4,0,266,622,888,888,0%
Circulatory diseases,Heart failure,55-64,2021,6,3,10,5,4,0,333,688,1021,1021,0%
Circulatory diseases,Heart failure,65-74,2021,6,3,10,6,4,12,242,440,682,694,2%
Circulatory diseases,Heart failure,75-84,2021,6,3,10,7,4,43,277,277,554,597,7%
Circulatory diseases,Heart failure,85+,2021,6,3,10,8,4,85,531,280,811,896,9%
Circulatory diseases,Hypertensive diseases,0-24,2021,6,3,11,1,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,25-34,2021,6,3,11,2,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,35-44,2021,6,3,11,3,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,45-54,2021,6,3,11,4,2,21,0,0,0,21,100%
Circulatory diseases,Hypertensive diseases,55-64,2021,6,3,11,5,2,115,0,0,0,115,100%
Circulatory diseases,Hypertensive diseases,65-74,2021,6,3,11,6,2,155,0,0,0,155,100%
Circulatory diseases,Hypertensive diseases,75-84,2021,6,3,11,7,2,151,0,0,0,151,100%
Circulatory diseases,Hypertensive diseases,85+,2021,6,3,11,8,2,162,0,0,0,162,100%
Circulatory diseases,Ischemic heart disease,0-24,2021,6,3,14,1,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,25-34,2021,6,3,14,2,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,35-44,2021,6,3,14,3,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,45-54,2021,6,3,14,4,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,55-64,2021,6,3,14,5,4,32,0,0,0,32,100%
Circulatory diseases,Ischemic heart disease,65-74,2021,6,3,14,6,4,68,0,0,0,68,100%
Circulatory diseases,Ischemic heart disease,75-84,2021,6,3,14,7,4,83,0,0,0,83,100%
Circulatory diseases,Ischemic heart disease,85+,2021,6,3,14,8,4,75,0,0,0,75,100%
Circulatory diseases,Other diseases of the circulatory system,0-24,2021,6,3,17,1,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,25-34,2021,6,3,17,2,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,35-44,2021,6,3,17,3,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,45-54,2021,6,3,17,4,2,11,0,0,0,11,100%
Circulatory diseases,Other diseases of the circulatory system,55-64,2021,6,3,17,5,2,34,0,0,0,34,100%
Circulatory diseases,Other diseases of the circulatory system,65-74,2021,6,3,17,6,2,57,0,0,0,57,100%
Circulatory diseases,Other diseases of the circulatory system,75-84,2021,6,3,17,7,2,30,0,0,0,30,100%
Circulatory diseases,Other diseases of the circulatory system,85+,2021,6,3,17,8,2,27,0,0,0,27,100%
COVID-19,COVID-19,0-24,2021,6,4,8,1,2,0,2670,2670,5340,5340,0%
COVID-19,COVID-19,25-34,2021,6,4,8,2,2,32,1787,4667,6454,6486,0%
COVID-19,COVID-19,35-44,2021,6,4,8,3,2,163,2965,6269,9234,9397,2%
COVID-19,COVID-19,45-54,2021,6,4,8,4,2,691,5381,9450,14831,15522,4%
COVID-19,COVID-19,55-64,2021,6,4,8,5,2,1489,12974,20261,33235,34724,4%
COVID-19,COVID-19,65-74,2021,6,4,8,6,2,1845,20757,28750,49507,51352,4%
COVID-19,COVID-19,75-84,2021,6,4,8,7,2,1624,27683,29092,56775,58399,3%
COVID-19,COVID-19,85+,2021,6,4,8,8,2,1235,39355,25565,64920,66155,2%
Diabetes,Diabetes,0-24,2021,6,5,9,1,5,0,150,150,300,300,0%
Diabetes,Diabetes,25-34,2021,6,5,9,2,5,0,158,144,302,302,0%
Diabetes,Diabetes,35-44,2021,6,5,9,3,5,0,482,416,898,898,0%
Diabetes,Diabetes,45-54,2021,6,5,9,4,5,33,1380,1321,2701,2734,1%
Diabetes,Diabetes,55-64,2021,6,5,9,5,5,122,4110,4606,8716,8838,1%
Diabetes,Diabetes,65-74,2021,6,5,9,6,5,202,6335,7974,14309,14511,1%
Diabetes,Diabetes,75-84,2021,6,5,9,7,5,89,6079,7014,13093,13182,1%
Diabetes,Diabetes,85+,2021,6,5,9,8,5,10,4227,4026,8253,8263,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,2021,6,6,13,1,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,2021,6,6,13,2,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,2021,6,6,13,3,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,2021,6,6,13,4,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,2021,6,6,13,5,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,2021,6,6,13,6,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,2021,6,6,13,7,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,2021,6,6,13,8,6,0,0,0,0,0,0%
Malignant neoplasms,Malignant neoplasms,0-24,2021,6,7,15,1,7,0,30,30,60,60,0%
Malignant neoplasms,Malignant neoplasms,25-34,2021,6,7,15,2,7,0,13,16,29,29,0%
Malignant neoplasms,Malignant neoplasms,35-44,2021,6,7,15,3,7,0,36,44,80,80,0%
Malignant neoplasms,Malignant neoplasms,45-54,2021,6,7,15,4,7,0,96,90,186,186,0%
Malignant neoplasms,Malignant neoplasms,55-64,2021,6,7,15,5,7,23,219,257,476,499,5%
Malignant neoplasms,Malignant neoplasms,65-74,2021,6,7,15,6,7,54,375,453,828,882,6%
Malignant neoplasms,Malignant neoplasms,75-84,2021,6,7,15,7,7,13,414,402,816,829,2%
Malignant neoplasms,Malignant neoplasms,85+,2021,6,7,15,8,7,0,375,262,637,637,0%
Obesity,Obesity,0-24,2021,6,8,16,1,7,0,0,0,0,0,0%
Obesity,Obesity,25-34,2021,6,8,16,2,7,0,0,0,0,0,0%
Obesity,Obesity,35-44,2021,6,8,16,3,7,0,0,0,0,0,0%
Obesity,Obesity,45-54,2021,6,8,16,4,7,0,0,0,0,0,0%
Obesity,Obesity,55-64,2021,6,8,16,5,7,39,0,0,0,39,100%
Obesity,Obesity,65-74,2021,6,8,16,6,7,0,0,0,0,0,0%
Obesity,Obesity,75-84,2021,6,8,16,7,7,0,0,0,0,0,0%
Obesity,Obesity,85+,2021,6,8,16,8,7,0,0,0,0,0,0%
Renal failure,Renal failure,0-24,2021,6,9,19,1,6,0,18,18,36,36,0%
Renal failure,Renal failure,25-34,2021,6,9,19,2,6,0,3,12,15,15,0%
Renal failure,Renal failure,35-44,2021,6,9,19,3,6,0,24,25,49,49,0%
Renal failure,Renal failure,45-54,2021,6,9,19,4,6,31,72,65,137,168,18%
Renal failure,Renal failure,55-64,2021,6,9,19,5,6,67,161,225,386,453,15%
Renal failure,Renal failure,65-74,2021,6,9,19,6,6,117,362,488,850,967,12%
Renal failure,Renal failure,75-84,2021,6,9,19,7,6,56,503,594,1097,1153,5%
Renal failure,Renal failure,85+,2021,6,9,19,8,6,22,501,441,942,964,2%
Respiratory diseases,Adult respiratory distress syndrome,0-24,2021,6,10,1,1,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,25-34,2021,6,10,1,2,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,35-44,2021,6,10,1,3,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,45-54,2021,6,10,1,4,7,55,0,0,0,55,100%
Respiratory diseases,Adult respiratory distress syndrome,55-64,2021,6,10,1,5,7,102,0,0,0,102,100%
Respiratory diseases,Adult respiratory distress syndrome,65-74,2021,6,10,1,6,7,133,0,0,0,133,100%
Respiratory diseases,Adult respiratory distress syndrome,75-84,2021,6,10,1,7,7,22,0,0,0,22,100%
Respiratory diseases,Adult respiratory distress syndrome,85+,2021,6,10,1,8,7,0,0,0,0,0,0%
Respiratory diseases,Chronic lower respiratory diseases,0-24,2021,6,10,7,1,1,0,12,12,24,24,0%
Respiratory diseases,Chronic lower respiratory diseases,25-34,2021,6,10,7,2,1,0,9,9,18,18,0%
Respiratory diseases,Chronic lower respiratory diseases,35-44,2021,6,10,7,3,1,0,15,46,61,61,0%
Respiratory diseases,Chronic lower respiratory diseases,45-54,2021,6,10,7,4,1,0,52,72,124,124,0%
Respiratory diseases,Chronic lower respiratory diseases,55-64,2021,6,10,7,5,1,28,152,183,335,363,8%
Respiratory diseases,Chronic lower respiratory diseases,65-74,2021,6,10,7,6,1,53,240,325,565,618,9%
Respiratory diseases,Chronic lower respiratory diseases,75-84,2021,6,10,7,7,1,81,352,411,763,844,10%
Respiratory diseases,Chronic lower respiratory diseases,85+,2021,6,10,7,8,1,34,485,418,903,937,4%
Respiratory diseases,Influenza and pneumonia,0-24,2021,6,10,12,1,1,0,0,0,0,0,0%
Respiratory diseases,Influenza and pneumonia,25-34,2021,6,10,12,2,1,10,0,0,0,10,100%
Respiratory diseases,Influenza and pneumonia,35-44,2021,6,10,12,3,1,52,0,0,0,52,100%
Respiratory diseases,Influenza and pneumonia,45-54,2021,6,10,12,4,1,337,3,3,6,343,98%
Respiratory diseases,Influenza and pneumonia,55-64,2021,6,10,12,5,1,828,62,47,109,937,88%
Respiratory diseases,Influenza and pneumonia,65-74,2021,6,10,12,6,1,947,384,267,651,1598,59%
Respiratory diseases,Influenza and pneumonia,75-84,2021,6,10,12,7,1,762,1592,911,2503,3265,23%
Respiratory diseases,Influenza and pneumonia,85+,2021,6,10,12,8,1,396,3803,1582,5385,5781,7%
Respiratory diseases,Other diseases of the respiratory system,0-24,2021,6,10,18,1,1,0,6,6,12,12,0%
Respiratory diseases,Other diseases of the respiratory system,25-34,2021,6,10,18,2,1,0,7,17,24,24,0%
Respiratory diseases,Other diseases of the respiratory system,35-44,2021,6,10,18,3,1,0,31,22,53,53,0%
Respiratory diseases,Other diseases of the respiratory system,45-54,2021,6,10,18,4,1,14,137,118,255,269,5%
Respiratory diseases,Other diseases of the respiratory system,55-64,2021,6,10,18,5,1,39,742,707,1449,1488,3%
Respiratory diseases,Other diseases of the respiratory system,65-74,2021,6,10,18,6,1,40,1447,1492,2939,2979,1%
Respiratory diseases,Other diseases of the respiratory system,75-84,2021,6,10,18,7,1,23,1885,1668,3553,3576,1%
Respiratory diseases,Other diseases of the respiratory system,85+,2021,6,10,18,8,1,23,1592,1104,2696,2719,1%
Respiratory diseases,Respiratory arrest,0-24,2021,6,10,20,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,25-34,2021,6,10,20,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,35-44,2021,6,10,20,3,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,45-54,2021,6,10,20,4,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,55-64,2021,6,10,20,5,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,65-74,2021,6,10,20,6,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,75-84,2021,6,10,20,7,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,85+,2021,6,10,20,8,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,0-24,2021,6,10,21,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,25-34,2021,6,10,21,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,35-44,2021,6,10,21,3,1,27,0,0,0,27,100%
Respiratory diseases,Respiratory failure,45-54,2021,6,10,21,4,1,211,0,0,0,211,100%
Respiratory diseases,Respiratory failure,55-64,2021,6,10,21,5,1,608,0,0,0,608,100%
Respiratory diseases,Respiratory failure,65-74,2021,6,10,21,6,1,768,0,0,0,768,100%
Respiratory diseases,Respiratory failure,75-84,2021,6,10,21,7,1,606,0,0,0,606,100%
Respiratory diseases,Respiratory failure,85+,2021,6,10,21,8,1,253,0,0,0,253,100%
Sepsis,Sepsis,0-24,2021,6,11,22,1,2,0,1722,1722,3444,3444,0%
Sepsis,Sepsis,25-34,2021,6,11,22,2,2,0,942,1522,2464,2464,0%
Sepsis,Sepsis,35-44,2021,6,11,22,3,2,0,2089,3365,5454,5454,0%
Sepsis,Sepsis,45-54,2021,6,11,22,4,2,42,4540,7154,11694,11736,0%
Sepsis,Sepsis,55-64,2021,6,11,22,5,2,101,12103,17882,29985,30086,0%
Sepsis,Sepsis,65-74,2021,6,11,22,6,2,121,20063,27144,47207,47328,0%
Sepsis,Sepsis,75-84,2021,6,11,22,7,2,50,26886,27903,54789,54839,0%
Sepsis,Sepsis,85+,2021,6,11,22,8,2,19,38119,24590,62709,62728,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,2021,6,12,23,1,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,2021,6,12,23,2,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,2021,6,12,23,3,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,2021,6,12,23,4,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,2021,6,12,23,5,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,2021,6,12,23,6,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,2021,6,12,23,7,4,10,0,0,0,10,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2021,6,12,23,8,4,60,0,0,0,60,100%
All other conditions and causes (residual),All other conditions and causes (residual),0-24,2021,7,1,2,1,7,0,6,6,12,12,0%
All other conditions and causes (residual),All other conditions and causes (residual),25-34,2021,7,1,2,2,7,14,17,13,30,44,32%
All other conditions and causes (residual),All other conditions and causes (residual),35-44,2021,7,1,2,3,7,110,26,39,65,175,63%
All other conditions and causes (residual),All other conditions and causes (residual),45-54,2021,7,1,2,4,7,280,76,96,172,452,62%
All other conditions and causes (residual),All other conditions and causes (residual),55-64,2021,7,1,2,5,7,690,202,278,480,1170,59%
All other conditions and causes (residual),All other conditions and causes (residual),65-74,2021,7,1,2,6,7,935,423,549,972,1907,49%
All other conditions and causes (residual),All other conditions and causes (residual),75-84,2021,7,1,2,7,7,829,593,657,1250,2079,40%
All other conditions and causes (residual),All other conditions and causes (residual),85+,2021,7,1,2,8,7,663,652,559,1211,1874,35%
Alzheimer disease,Alzheimer disease,0-24,2021,7,2,3,1,3,0,6,6,12,12,0%
Alzheimer disease,Alzheimer disease,25-34,2021,7,2,3,2,3,0,33,45,78,78,0%
Alzheimer disease,Alzheimer disease,35-44,2021,7,2,3,3,3,0,62,123,185,185,0%
Alzheimer disease,Alzheimer disease,45-54,2021,7,2,3,4,3,0,174,355,529,529,0%
Alzheimer disease,Alzheimer disease,55-64,2021,7,2,3,5,3,0,462,819,1281,1281,0%
Alzheimer disease,Alzheimer disease,65-74,2021,7,2,3,6,3,0,832,1226,2058,2058,0%
Alzheimer disease,Alzheimer disease,75-84,2021,7,2,3,7,3,12,900,999,1899,1911,1%
Alzheimer disease,Alzheimer disease,85+,2021,7,2,3,8,3,23,785,556,1341,1364,2%
Circulatory diseases,Cardiac arrest,0-24,2021,7,3,4,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,25-34,2021,7,3,4,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,35-44,2021,7,3,4,3,4,24,0,0,0,24,100%
Circulatory diseases,Cardiac arrest,45-54,2021,7,3,4,4,4,97,0,0,0,97,100%
Circulatory diseases,Cardiac arrest,55-64,2021,7,3,4,5,4,148,0,0,0,148,100%
Circulatory diseases,Cardiac arrest,65-74,2021,7,3,4,6,4,182,0,0,0,182,100%
Circulatory diseases,Cardiac arrest,75-84,2021,7,3,4,7,4,114,0,0,0,114,100%
Circulatory diseases,Cardiac arrest,85+,2021,7,3,4,8,4,85,0,0,0,85,100%
Circulatory diseases,Cardiac arrhythmia,0-24,2021,7,3,5,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,25-34,2021,7,3,5,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,35-44,2021,7,3,5,3,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,45-54,2021,7,3,5,4,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,55-64,2021,7,3,5,5,4,26,0,0,0,26,100%
Circulatory diseases,Cardiac arrhythmia,65-74,2021,7,3,5,6,4,55,0,0,0,55,100%
Circulatory diseases,Cardiac arrhythmia,75-84,2021,7,3,5,7,4,69,0,0,0,69,100%
Circulatory diseases,Cardiac arrhythmia,85+,2021,7,3,5,8,4,95,0,0,0,95,100%
Circulatory diseases,Cerebrovascular diseases,0-24,2021,7,3,6,1,4,0,42,42,84,84,0%
Circulatory diseases,Cerebrovascular diseases,25-34,2021,7,3,6,2,4,0,93,197,290,290,0%
Circulatory diseases,Cerebrovascular diseases,35-44,2021,7,3,6,3,4,0,259,605,864,864,0%
Circulatory diseases,Cerebrovascular diseases,45-54,2021,7,3,6,4,4,0,732,1857,2589,2589,0%
Circulatory diseases,Cerebrovascular diseases,55-64,2021,7,3,6,5,4,12,2067,4584,6651,6663,0%
Circulatory diseases,Cerebrovascular diseases,65-74,2021,7,3,6,6,4,28,3816,6731,10547,10575,0%
Circulatory diseases,Cerebrovascular diseases,75-84,2021,7,3,6,7,4,47,5785,7082,12867,12914,0%
Circulatory diseases,Cerebrovascular diseases,85+,2021,7,3,6,8,4,25,10986,7537,18523,18548,0%
Circulatory diseases,Heart failure,0-24,2021,7,3,10,1,4,0,168,168,336,336,0%
Circulatory diseases,Heart failure,25-34,2021,7,3,10,2,4,0,378,916,1294,1294,0%
Circulatory diseases,Heart failure,35-44,2021,7,3,10,3,4,0,455,1064,1519,1519,0%
Circulatory diseases,Heart failure,45-54,2021,7,3,10,4,4,0,447,1026,1473,1473,0%
Circulatory diseases,Heart failure,55-64,2021,7,3,10,5,4,29,516,1064,1580,1609,2%
Circulatory diseases,Heart failure,65-74,2021,7,3,10,6,4,46,402,633,1035,1081,4%
Circulatory diseases,Heart failure,75-84,2021,7,3,10,7,4,112,352,366,718,830,13%
Circulatory diseases,Heart failure,85+,2021,7,3,10,8,4,99,669,304,973,1072,9%
Circulatory diseases,Hypertensive diseases,0-24,2021,7,3,11,1,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,25-34,2021,7,3,11,2,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,35-44,2021,7,3,11,3,2,10,0,0,0,10,100%
Circulatory diseases,Hypertensive diseases,45-54,2021,7,3,11,4,2,59,0,0,0,59,100%
Circulatory diseases,Hypertensive diseases,55-64,2021,7,3,11,5,2,167,0,0,0,167,100%
Circulatory diseases,Hypertensive diseases,65-74,2021,7,3,11,6,2,229,0,0,0,229,100%
Circulatory diseases,Hypertensive diseases,75-84,2021,7,3,11,7,2,210,0,0,0,210,100%
Circulatory diseases,Hypertensive diseases,85+,2021,7,3,11,8,2,189,0,0,0,189,100%
Circulatory diseases,Ischemic heart disease,0-24,2021,7,3,14,1,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,25-34,2021,7,3,14,2,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,35-44,2021,7,3,14,3,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,45-54,2021,7,3,14,4,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,55-64,2021,7,3,14,5,4,54,0,0,0,54,100%
Circulatory diseases,Ischemic heart disease,65-74,2021,7,3,14,6,4,111,0,0,0,111,100%
Circulatory diseases,Ischemic heart disease,75-84,2021,7,3,14,7,4,142,0,0,0,142,100%
Circulatory diseases,Ischemic heart disease,85+,2021,7,3,14,8,4,106,0,0,0,106,100%
Circulatory diseases,Other diseases of the circulatory system,0-24,2021,7,3,17,1,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,25-34,2021,7,3,17,2,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,35-44,2021,7,3,17,3,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,45-54,2021,7,3,17,4,2,44,0,0,0,44,100%
Circulatory diseases,Other diseases of the circulatory system,55-64,2021,7,3,17,5,2,58,0,0,0,58,100%
Circulatory diseases,Other diseases of the circulatory system,65-74,2021,7,3,17,6,2,77,0,0,0,77,100%
Circulatory diseases,Other diseases of the circulatory system,75-84,2021,7,3,17,7,2,80,0,0,0,80,100%
Circulatory diseases,Other diseases of the circulatory system,85+,2021,7,3,17,8,2,45,0,0,0,45,100%
COVID-19,COVID-19,0-24,2021,7,4,8,1,2,30,2670,2670,5340,5370,1%
